SnowToday Calculated SWE Summary Data : 2023-04-15
Column01 : site name
Column02 : latitude
Column03 : longitude
Column04 : elevation
Column05 : SWE (inches)
Column06 : percent of median long-term (25+yr) SWE
Column07 : daily change in SWE (inches)
Column08 : State
Column09 : HUC02
Column10 : HUC04
Name,Lat,Lon,Elev_m,SWE,normSWE,dSWE,State,HUC02,HUC04
Brian Head,37.6800,-112.8600,3059.9,33.3,NaN,0.0,USUT,HUC16,N/A
Brighton,40.6000,-111.5800,2671.9,41.0,186.0,0.0,USUT,HUC16,N/A
Brown Duck,40.5800,-110.5900,3223.0,26.6,145.0,0.0,USUT,HUC14,N/A
Buck Flat,39.1300,-111.4400,2867.9,27.6,187.0,0.0,USUT,HUC14,N/A
Buck Pasture,40.8400,-110.6600,2935.8,21.3,NaN,0.0,USUT,HUC14,N/A
Buckboard Flat,37.8700,-109.4500,2720.0,24.2,NaN,0.0,USUT,HUC14,N/A
Bug Lake,41.6900,-111.4200,2434.4,31.0,167.0,0.0,USUT,HUC16,N/A
Burts Miller Ranch,40.9800,-110.8500,2438.4,9.5,NaN,0.0,USUT,HUC16,N/A
Camp Jackson,37.8100,-109.4900,2699.9,28.1,419.0,-0.4,USUT,HUC14,N/A
Cascade Mountain,40.2800,-111.6100,2369.5,39.5,NaN,-0.2,USUT,HUC16,N/A
Castle Valley,37.6600,-112.7400,2928.2,24.7,227.0,0.0,USUT,HUC16,N/A
Chalk Creek #1,40.8500,-111.0500,2795.3,34.5,146.0,0.0,USUT,HUC16,N/A
Chalk Creek #2,40.8900,-111.0700,2501.8,24.5,157.0,0.0,USUT,HUC16,N/A
Chepeta,40.7700,-110.0100,3200.1,22.5,160.0,0.0,USUT,HUC14,N/A
Clayton Springs,37.9700,-111.8300,3062.9,20.3,NaN,0.0,USUT,HUC16,N/A
Clear Creek #1,39.8700,-111.2800,2735.6,33.4,211.0,-0.2,USUT,HUC16,N/A
Clear Creek #2,39.8900,-111.2500,2388.7,25.2,242.0,-0.3,USUT,HUC16,N/A
Corral,39.6600,-110.3800,2501.5,16.9,NaN,-0.3,USUT,HUC14,N/A
Currant Creek,40.3600,-111.0900,2412.5,20.8,562.0,0.0,USUT,HUC14,N/A
Daniels-Strawberry,40.3000,-111.2600,2440.8,27.6,273.0,-0.2,USUT,HUC16,N/A
Dills Camp,39.0500,-111.4700,2812.7,20.3,226.0,0.0,USUT,HUC14,N/A
Donkey Reservoir,38.2100,-111.4700,2986.7,10.5,172.0,0.0,USUT,HUC14,N/A
Dry Bread Pond,41.4100,-111.5400,2530.4,32.6,191.0,-0.3,USUT,HUC16,N/A
Dry Fork,40.5700,-112.1700,2161.9,23.0,190.0,0.0,USUT,HUC16,N/A
East Willow Creek,39.3100,-109.5300,2530.4,17.6,652.0,-0.2,USUT,HUC14,N/A
EF Blacks Fork GS,40.8800,-110.5400,2852.9,14.4,NaN,0.0,USUT,HUC14,N/A
Farmington,40.9700,-111.8100,2408.5,66.8,204.0,0.0,USUT,HUC16,N/A
Farmington Lower,40.9900,-111.8200,2066.2,54.2,NaN,-0.7,USUT,HUC16,N/A
Farnsworth Lake,38.7700,-111.6800,2933.1,27.7,136.0,0.0,USUT,HUC16,N/A
Fish Lake Utah,38.5000,-111.7700,2681.6,14.8,NaN,0.0,USUT,HUC14,N/A
Five Points Lake,40.7200,-110.4700,3335.4,26.2,156.0,0.0,USUT,HUC14,N/A
Garden City Summit,41.9200,-111.4700,2348.5,33.3,NaN,0.0,USUT,HUC16,N/A
Gardner Peak,37.4000,-113.4600,2536.5,17.2,NaN,-0.5,USUT,HUC15,N/A
GBRC HQ,39.3200,-111.4900,2682.5,23.0,NaN,0.0,USUT,HUC16,N/A
GBRC Meadows,39.3000,-111.4500,3004.7,36.7,NaN,-0.4,USUT,HUC16,N/A
George Creek,41.9200,-113.4100,2732.2,31.7,NaN,0.0,USUT,HUC17,N/A
Gooseberry RS,38.8000,-111.6800,2421.3,8.2,656.0,-0.2,USUT,HUC16,N/A
Gooseberry RS Up,38.7900,-111.6900,2559.1,14.2,NaN,0.0,USUT,HUC16,N/A
Gutz Peak,37.5000,-113.9400,2061.4,18.0,NaN,-0.7,USUT,HUC15,N/A
Hardscrabble,40.8700,-111.7200,2209.8,38.1,289.0,0.0,USUT,HUC16,N/A
Harris Flat,37.4900,-112.5800,2375.0,17.1,NaN,-0.5,USUT,HUC16,N/A
Hayden Fork,40.8000,-110.8800,2782.8,23.9,170.0,-0.2,USUT,HUC16,N/A
Hewinta,40.9500,-110.4800,2895.6,14.3,142.0,0.0,USUT,HUC14,N/A
Hickerson Park,40.9100,-109.9600,2780.4,11.4,164.0,0.0,USUT,HUC14,N/A
Hobble Creek,40.1900,-111.3600,2248.5,24.2,NaN,0.0,USUT,HUC16,N/A
Hole-in-Rock,40.9200,-110.1900,2794.4,10.3,161.0,0.0,USUT,HUC14,N/A
Horse Ridge,41.3100,-111.4500,2499.1,33.1,163.0,0.0,USUT,HUC16,N/A
Huntington Horse,39.6200,-111.3100,2941.9,41.9,NaN,0.0,USUT,HUC14,N/A
Jones Corral,38.0700,-112.1700,2971.5,21.5,NaN,0.0,USUT,HUC16,N/A
Kilfoil Creek,41.2500,-111.4100,2200.7,21.4,NaN,0.0,USUT,HUC16,N/A
Kimberly Mine,38.4800,-112.3900,2774.0,22.8,165.0,-0.5,USUT,HUC16,N/A
Kings Cabin,40.7200,-109.5400,2660.3,22.9,292.0,0.0,USUT,HUC14,N/A
Klondike Narrows,41.9700,-111.6000,2209.8,36.5,NaN,0.0,USUT,HUC16,N/A
Kolob,37.5300,-113.0500,2823.4,48.0,275.0,-0.5,USUT,HUC15,N/A
Lakefork #1,40.6000,-110.4300,3087.0,19.0,159.0,0.0,USUT,HUC14,N/A
Lakefork #3,40.5500,-110.3500,2579.8,15.2,NaN,0.0,USUT,HUC14,N/A
Lakefork Basin,40.7400,-110.6200,3317.7,31.3,150.0,0.0,USUT,HUC14,N/A
Lasal Mountain,38.4800,-109.2700,2919.4,23.6,238.0,1.3,USUT,HUC14,N/A
Lasal Mountain-Lower,38.4800,-109.2900,2677.1,15.8,NaN,0.7,USUT,HUC14,N/A
Lightning Ridge,41.3600,-111.4900,2503.9,33.1,NaN,0.0,USUT,HUC16,N/A
Lily Lake,40.8600,-110.8000,2783.7,16.8,135.0,0.0,USUT,HUC16,N/A
Little Bear,41.4100,-111.8300,1995.8,21.6,2160.0,0.0,USUT,HUC16,N/A
Little Grassy,37.4900,-113.8500,1848.6,0.0,NaN,-0.6,USUT,HUC16,N/A
Lonesome Beaver,38.0700,-110.7700,2868.2,14.1,NaN,0.6,USUT,HUC14,N/A
Long Flat,37.5100,-113.4000,2432.9,14.5,NaN,-0.3,USUT,HUC16,N/A
Long Valley Jct,37.4900,-112.5100,2275.3,12.9,NaN,-0.5,USUT,HUC16,N/A
Lookout Peak,40.8400,-111.7100,2487.5,52.9,215.0,0.0,USUT,HUC16,N/A
Lost Creek Resv,41.2200,-111.3600,1853.8,10.8,NaN,0.0,USUT,HUC16,N/A
Louis Meadow,40.8300,-111.7600,2042.2,38.9,NaN,-0.2,USUT,HUC16,N/A
Mammoth-Cottonwood,39.6800,-111.3200,2654.5,35.8,214.0,-0.3,USUT,HUC16,N/A
Merchant Valley,38.3000,-112.4400,2653.3,25.9,220.0,-0.3,USUT,HUC16,N/A
Midway Valley,37.5700,-112.8400,2995.3,50.0,225.0,0.0,USUT,HUC16,N/A
Mill-D North,40.6600,-111.6400,2731.9,56.7,258.0,0.0,USUT,HUC16,N/A
Mining Fork,40.4900,-112.6100,2528.3,40.9,254.0,0.0,USUT,HUC16,N/A
Monte Cristo,41.4700,-111.5000,2722.5,45.6,167.0,0.0,USUT,HUC16,N/A
Mosby Mtn.,40.6100,-109.8900,2911.8,22.7,198.0,0.0,USUT,HUC14,N/A
Mt Baldy,39.1400,-111.5100,2902.9,41.4,NaN,0.0,USUT,HUC16,N/A
Mt Pennell,37.9800,-110.7900,2806.9,17.3,NaN,0.6,USUT,HUC14,N/A
Oak Creek,39.3500,-112.3300,2392.7,20.7,NaN,-0.3,USUT,HUC16,N/A
Panguitch Lake RS,37.7000,-112.6500,2545.1,10.7,NaN,-0.2,USUT,HUC16,N/A
Parleys Summit,40.7600,-111.6300,2311.9,33.4,301.0,0.0,USUT,HUC16,N/A
Parleys Upper,40.7000,-111.6100,2546.0,45.8,NaN,0.0,USUT,HUC16,N/A
Parrish Creek,40.9300,-111.8100,2359.2,57.5,NaN,0.0,USUT,HUC16,N/A
Payson R.S.,39.9300,-111.6300,2451.8,31.7,262.0,-0.3,USUT,HUC16,N/A
Pickle Keg,39.0100,-111.5800,2749.3,25.5,193.0,-0.3,USUT,HUC16,N/A
Pine Creek,38.8800,-112.2500,2662.1,29.4,149.0,-0.3,USUT,HUC16,N/A
Red Pine Ridge,39.4500,-111.2700,2739.5,21.8,162.0,-0.2,USUT,HUC14,N/A
Redden Mine Lwr,40.6800,-111.2200,2600.6,28.8,NaN,0.0,USUT,HUC16,N/A
Rees Flat,39.5000,-111.7300,2196.4,21.2,NaN,0.0,USUT,HUC16,N/A
Rock Creek,40.5500,-110.6900,2403.7,12.8,298.0,-0.2,USUT,HUC14,N/A
Rocky Basin-Settleme,40.4400,-112.2200,2653.0,45.7,212.0,0.0,USUT,HUC16,N/A
Santaquin Meadows,39.9200,-111.7200,2388.1,34.4,NaN,-0.2,USUT,HUC16,N/A
Seeley Creek,39.3100,-111.4300,3018.7,23.2,176.0,0.0,USUT,HUC14,N/A
Smith Morehouse,40.7900,-111.0900,2325.9,22.2,198.0,0.0,USUT,HUC16,N/A
Snowbird,40.5700,-111.6600,2797.1,70.6,194.0,0.0,USUT,HUC16,N/A
Spirit Lk,40.8400,-110.0100,3119.6,22.6,NaN,0.0,USUT,HUC14,N/A
Steel Creek Park,40.9100,-110.5000,3096.2,21.1,131.0,0.0,USUT,HUC14,N/A
Strawberry Divide,40.1600,-111.2100,2475.9,23.7,191.0,0.0,USUT,HUC14,N/A
Sunflower Flat,38.0500,-111.3400,3053.5,24.7,NaN,0.0,USUT,HUC14,N/A
Suu Ranch,37.6000,-112.9300,2453.6,20.7,NaN,-0.4,USUT,HUC16,N/A
Takka Wiiya,39.7400,-113.9800,2780.4,21.0,NaN,0.0,USUT,HUC16,N/A
Temple Fork,41.7900,-111.5500,2257.3,27.1,NaN,0.0,USUT,HUC16,N/A
Thaynes Canyon,40.6200,-111.5300,2813.3,39.5,176.0,0.0,USUT,HUC16,N/A
Thistle Flat,39.2400,-111.5200,2678.3,23.1,NaN,-0.2,USUT,HUC16,N/A
Timberline,39.6800,-110.4300,2662.7,22.4,NaN,-0.4,USUT,HUC14,N/A
Timpanogos Divide,40.4300,-111.6200,2481.1,48.9,296.0,0.0,USUT,HUC16,N/A
Tony Grove Lake,41.9000,-111.6300,2582.9,47.9,141.0,-0.7,USUT,HUC16,N/A
Tony Grove RS,41.8900,-111.5700,1930.0,19.4,NaN,0.0,USUT,HUC16,N/A
Trial Lake,40.6800,-110.9500,3045.6,38.0,171.0,0.0,USUT,HUC16,N/A
Trout Creek,40.7400,-109.6700,2901.1,19.8,225.0,0.3,USUT,HUC14,N/A
Upper Joes Valley,39.4200,-111.2500,2620.1,14.8,NaN,0.0,USUT,HUC14,N/A
Usu Doc Daniel,41.8600,-111.5100,2520.7,43.5,NaN,0.0,USUT,HUC16,N/A
Vernon Creek,39.9400,-112.4100,2255.8,32.6,577.0,0.0,USUT,HUC16,N/A
Webster Flat,37.5800,-112.9000,2805.1,32.5,508.0,0.0,USUT,HUC16,N/A
White River #1,39.9600,-110.9900,2633.8,19.9,233.0,0.0,USUT,HUC14,N/A
Widtsoe #3,37.8400,-111.8800,2938.3,19.2,197.0,0.0,USUT,HUC16,N/A
Wrigley Creek,39.1300,-111.3600,2842.9,17.2,NaN,0.0,USUT,HUC14,N/A
Yankee Reservoir,37.7500,-112.7700,2649.3,13.0,NaN,-0.4,USUT,HUC16,N/A
Alpine Meadows,47.7800,-121.7000,1066.8,54.9,97.0,0.0,USWA,HUC17,N/A
Beaver Pass,48.8800,-121.2600,1106.4,32.4,NaN,0.0,USWA,HUC17,N/A
Blewett Pass,47.3500,-120.6800,1292.4,10.3,105.0,-0.3,USWA,HUC17,N/A
Brown Top,48.9300,-121.2000,1777.0,53.1,NaN,0.0,USWA,HUC17,N/A
Buckinghorse,47.7100,-123.4600,1484.4,48.5,NaN,0.0,USWA,HUC17,N/A
Bumping Ridge,46.8100,-121.3300,1405.1,22.6,88.0,0.0,USWA,HUC17,N/A
Bunchgrass Mdw,48.6900,-117.1800,1524.0,24.5,91.0,0.0,USWA,HUC17,N/A
Burnt Mountain,47.0400,-121.9400,1271.0,27.2,NaN,0.0,USWA,HUC17,N/A
Calamity,45.9000,-122.2200,762.0,6.9,NaN,0.0,USWA,HUC17,N/A
Cayuse Pass,46.8700,-121.5300,1597.2,59.5,NaN,-0.3,USWA,HUC17,N/A
Corral Pass,47.0200,-121.4600,1767.8,38.0,103.0,-0.3,USWA,HUC17,N/A
Cougar Mountain,47.2800,-121.6700,975.4,19.1,120.0,0.0,USWA,HUC17,N/A
Dungeness,47.8700,-123.0800,1222.2,13.9,NaN,0.0,USWA,HUC17,N/A
Easy Pass,48.8600,-121.4400,1606.3,84.8,NaN,0.0,USWA,HUC17,N/A
Elbow Lake,48.6900,-121.9100,926.6,36.7,93.0,0.0,USWA,HUC17,N/A
Fish Lake,47.5400,-121.0900,1045.5,22.4,80.0,-0.4,USWA,HUC17,N/A
Gold Axe Camp,48.9500,-118.9900,1633.7,13.1,NaN,0.0,USWA,HUC17,N/A
Gold Mountain,48.1900,-118.4600,1338.1,10.0,NaN,0.0,USWA,HUC17,N/A
Green Lake,46.5500,-121.1700,1804.4,29.3,126.0,0.0,USWA,HUC17,N/A
Grouse Camp,47.2800,-120.4900,1642.9,19.8,129.0,-0.3,USWA,HUC17,N/A
Harts Pass,48.7200,-120.6600,1978.2,45.5,99.0,0.0,USWA,HUC17,N/A
Huckleberry Creek,47.0700,-121.5900,685.8,0.0,NaN,0.0,USWA,HUC17,N/A
Indian Rock,45.9900,-120.8100,1633.7,18.7,NaN,-0.2,USWA,HUC17,N/A
June Lake,46.1500,-122.1500,1048.5,68.9,176.0,0.0,USWA,HUC17,N/A
Lone Pine,46.2700,-121.9600,1197.9,50.3,139.0,0.0,USWA,HUC17,N/A
Lost Horse,46.3600,-121.0800,1560.6,20.7,134.0,0.0,USWA,HUC17,N/A
Lyman Lake,48.2000,-120.9200,1822.7,50.6,83.0,0.0,USWA,HUC17,N/A
Lynn Lake,47.2000,-121.7800,1188.7,33.4,NaN,0.0,USWA,HUC17,N/A
Marten Ridge,48.7600,-121.7000,1072.9,56.1,NaN,0.2,USWA,HUC17,N/A
Meadows Pass,47.2800,-121.4700,984.5,28.3,110.0,0.0,USWA,HUC17,N/A
MF Nooksack,48.8200,-121.9300,1514.9,62.0,NaN,-0.4,USWA,HUC17,N/A
Morse Lake,46.9100,-121.4800,1649.0,53.5,100.0,0.5,USWA,HUC17,N/A
Moses Mtn,48.3600,-119.0800,1527.0,20.8,141.0,0.0,USWA,HUC17,N/A
Mount Crag,47.7600,-123.0300,1207.0,39.3,134.0,0.0,USWA,HUC17,N/A
Mount Gardner,47.3600,-121.5700,890.0,10.9,102.0,0.0,USWA,HUC17,N/A
Mowich,46.9300,-121.9500,963.2,0.0,NaN,0.0,USWA,HUC17,N/A
Muckamuck,48.5900,-119.8700,1362.5,8.8,NaN,0.0,USWA,HUC17,N/A
Olallie Meadows,47.3700,-121.4400,1228.3,57.4,107.0,0.0,USWA,HUC17,N/A
Paradise,46.7800,-121.7500,1563.6,67.3,93.0,0.0,USWA,HUC17,N/A
Park Creek Ridge,48.4400,-120.9200,1402.1,39.6,87.0,0.0,USWA,HUC17,N/A
Pepper Creek,46.1000,-121.9600,652.3,7.5,NaN,-0.5,USWA,HUC17,N/A
Pigtail Peak,46.6200,-121.3900,1767.8,43.4,81.0,0.0,USWA,HUC17,N/A
Pinto Rock,46.3200,-121.9400,1353.3,47.0,NaN,-0.6,USWA,HUC17,N/A
Pope Ridge,47.9900,-120.5700,1094.2,17.0,146.0,-0.2,USWA,HUC17,N/A
Potato Hill,46.3500,-121.5100,1374.6,37.4,134.0,0.2,USWA,HUC17,N/A
Quartz Peak,47.8800,-117.0900,1432.6,21.8,121.0,0.0,USWA,HUC17,N/A
Rainy Pass,48.5200,-120.7400,1490.5,31.0,82.0,0.0,USWA,HUC17,N/A
Rex River,47.3000,-121.6000,1161.3,39.5,108.0,-0.3,USWA,HUC17,N/A
Salmon Meadows,48.6600,-119.8400,1359.4,13.1,202.0,0.0,USWA,HUC17,N/A
Sasse Ridge,47.3800,-121.0600,1322.8,29.4,98.0,-0.2,USWA,HUC17,N/A
Satus Pass,45.9900,-120.6800,1207.0,15.2,NaN,-0.2,USWA,HUC17,N/A
Sawmill Ridge,47.1600,-121.4200,1414.3,38.2,NaN,0.0,USWA,HUC17,N/A
Sentinel Butte,48.8600,-118.4000,1426.5,14.1,NaN,0.0,USWA,HUC17,N/A
Sheep Canyon,46.1900,-122.2500,1216.2,58.0,149.0,0.0,USWA,HUC17,N/A
Skate Creek,46.6400,-121.8300,1149.1,42.1,NaN,0.0,USWA,HUC17,N/A
Skookum Creek,47.6800,-121.6100,1008.9,49.1,125.0,0.5,USWA,HUC17,N/A
Sourdough Gulch,46.2400,-117.3900,1219.2,0.0,NaN,0.0,USWA,HUC17,N/A
Spencer Meadow,46.1800,-121.9300,1036.3,35.8,124.0,-0.2,USWA,HUC17,N/A
Spirit Lake,46.2600,-122.1800,1072.9,22.6,NaN,-0.3,USWA,HUC17,N/A
Spruce Springs,46.1800,-117.5400,1737.4,11.9,NaN,0.2,USWA,HUC17,N/A
Stampede Pass,47.2700,-121.3400,1173.5,35.0,94.0,0.0,USWA,HUC17,N/A
Stevens Pass,47.7500,-121.0900,1204.0,38.0,96.0,-0.3,USWA,HUC17,N/A
Surprise Lakes,46.0900,-121.7600,1307.6,55.0,117.0,-0.2,USWA,HUC17,N/A
Swamp Creek,48.5700,-120.7800,1197.9,16.2,NaN,-0.4,USWA,HUC17,N/A
Swift Creek,46.1600,-122.1800,1353.3,94.7,NaN,0.0,USWA,HUC17,N/A
Thunder Basin,48.5300,-120.9900,1316.7,28.6,99.0,-0.2,USWA,HUC17,N/A
Tinkham Creek,47.3300,-121.4700,911.4,29.1,111.0,0.0,USWA,HUC17,N/A
Touchet,46.1200,-117.8500,1685.5,32.4,116.0,0.0,USWA,HUC17,N/A
Trinity,48.0700,-120.8500,893.1,24.3,NaN,-0.5,USWA,HUC17,N/A
Trough,47.2300,-120.2900,1670.3,16.6,194.0,0.0,USWA,HUC17,N/A
Upper Wheeler,47.2900,-120.3700,1319.8,13.1,132.0,0.0,USWA,HUC17,N/A
Waterhole,47.9400,-123.4300,1527.0,31.0,NaN,0.0,USWA,HUC17,N/A
Wells Creek,48.8700,-121.7900,1228.3,35.1,99.0,0.0,USWA,HUC17,N/A
White Pass E.S.,46.6400,-121.3800,1353.3,25.5,117.0,0.0,USWA,HUC17,N/A
Bald Mtn.,44.8000,-107.8400,2859.0,19.3,100.0,0.0,USWY,HUC10,N/A
Base Camp,43.9400,-110.4500,2151.9,19.2,132.0,0.0,USWY,HUC17,N/A
Battle Mountain,41.0500,-107.2700,2267.7,15.2,245.0,0.0,USWY,HUC14,N/A
Bear Trap Meadow,43.8900,-107.0600,2499.4,8.3,169.0,0.0,USWY,HUC10,N/A
Beartooth Lake,44.9400,-109.5700,2852.9,20.7,92.0,0.2,USWY,HUC10,N/A
Big Goose,44.5800,-107.2000,2435.4,10.3,110.0,0.0,USWY,HUC10,N/A
Big Sandy Opening,42.6500,-109.2600,2767.6,15.2,118.0,0.0,USWY,HUC14,N/A
Blackhall Mtn,41.0600,-106.7100,2993.1,37.2,NaN,0.2,USWY,HUC10,N/A
Blackwater,44.3800,-109.7900,2980.9,22.8,95.0,0.3,USWY,HUC10,N/A
Blind Bull Sum,42.9600,-110.6100,2636.5,26.8,109.0,-0.3,USWY,HUC14,N/A
Bone Springs Div,44.6800,-107.5800,2849.9,15.8,94.0,0.0,USWY,HUC10,N/A
Brooklyn Lake,41.3600,-106.2300,3121.2,24.5,106.0,0.3,USWY,HUC10,N/A
Burgess Junction,44.7900,-107.5300,2401.8,12.3,102.0,0.0,USWY,HUC10,N/A
Burroughs Creek,43.7000,-109.6700,2667.0,11.0,85.0,0.0,USWY,HUC10,N/A
Canyon,44.7200,-110.5100,2398.8,15.0,121.0,0.0,USWY,HUC10,N/A
Casper Mtn.,42.7300,-106.3200,2407.9,14.4,101.0,0.2,USWY,HUC10,N/A
Castle Creek,43.6700,-109.3800,2560.3,5.3,NaN,0.0,USWY,HUC10,N/A
Cinnabar Park,41.2400,-106.2300,2918.2,18.0,NaN,0.4,USWY,HUC10,N/A
Cloud Peak Reservoir,44.4000,-107.0600,3005.3,15.8,102.0,0.0,USWY,HUC10,N/A
Cold Springs,43.2800,-109.4500,2935.2,7.7,115.0,0.2,USWY,HUC10,N/A
Cole Canyon,44.4900,-104.4100,1801.4,6.7,NaN,0.0,USWY,HUC10,N/A
Cottonwood Creek,42.6500,-110.8100,2337.8,25.7,130.0,0.3,USWY,HUC17,N/A
Crow Creek,41.2300,-105.3800,2539.0,3.7,NaN,0.2,USWY,HUC10,N/A
Deer Park,42.5900,-108.9000,2956.6,24.7,165.0,0.0,USWY,HUC10,N/A
Divide Peak,41.3000,-107.1500,2706.6,27.6,144.0,0.0,USWY,HUC10,N/A
Dome Lake,44.5700,-107.3000,2706.6,11.0,89.0,0.0,USWY,HUC10,N/A
East Rim Divide,43.1300,-110.2000,2417.1,11.9,118.0,0.0,USWY,HUC14,N/A
Elkhart Park G.S.,43.0100,-109.7600,2865.1,12.5,101.0,0.0,USWY,HUC14,N/A
Evening Star,44.6500,-109.7800,2804.2,27.3,104.0,0.0,USWY,HUC10,N/A
Grand Targhee,43.7800,-110.9300,2822.4,47.8,NaN,-0.3,USWY,HUC17,N/A
Granite Creek,43.3400,-110.4300,2063.5,19.2,150.0,0.0,USWY,HUC17,N/A
Grassy Lake,44.1300,-110.8300,2214.4,36.5,113.0,0.0,USWY,HUC17,N/A
Grave Springs,43.4700,-107.2400,2606.0,9.5,112.0,0.0,USWY,HUC10,N/A
Gros Ventre Summit,43.3900,-110.1300,2667.0,12.7,100.0,0.0,USWY,HUC17,N/A
Gunsight Pass,43.3800,-109.8800,2993.1,13.7,107.0,0.0,USWY,HUC17,N/A
Hams Fork,42.1500,-110.6800,2389.6,16.2,186.0,0.0,USWY,HUC14,N/A
Hansen Sawmill,44.2600,-106.9800,2548.1,7.5,119.0,0.0,USWY,HUC10,N/A
Hobbs Park,42.8700,-109.0900,3078.5,16.7,108.0,0.0,USWY,HUC10,N/A
Indian Creek,42.3000,-110.6800,2872.7,29.1,122.0,0.0,USWY,HUC14,N/A
Kelley R.S.,42.2700,-110.8000,2493.3,21.8,151.0,0.0,USWY,HUC14,N/A
Kendall R.S.,43.2500,-110.0200,2359.2,12.2,125.0,0.0,USWY,HUC14,N/A
Kirwin,43.8600,-109.3200,2910.8,10.2,99.0,0.2,USWY,HUC10,N/A
Laprele Creek,42.4400,-105.8600,2552.7,11.5,128.0,0.0,USWY,HUC10,N/A
Larsen Creek,42.5800,-109.0900,2743.2,11.2,NaN,0.0,USWY,HUC10,N/A
Lewis Lake Divide,44.2100,-110.6700,2392.7,37.9,123.0,0.0,USWY,HUC17,N/A
Little Goose,44.5400,-107.1800,2703.6,10.4,NaN,0.0,USWY,HUC10,N/A
Little Snake River,41.0700,-106.9400,2717.3,37.1,NaN,0.2,USWY,HUC14,N/A
Little Warm,43.5000,-109.7500,2856.0,10.9,102.0,0.0,USWY,HUC10,N/A
Loomis Park,43.1700,-110.1400,2511.6,17.2,126.0,0.0,USWY,HUC14,N/A
Marquette,44.3000,-109.2400,2670.0,9.4,120.0,0.0,USWY,HUC10,N/A
Med Bow,41.3800,-106.3500,3200.4,38.2,NaN,0.0,USWY,HUC10,N/A
Middle Powder,43.6300,-107.1800,2365.2,12.0,100.0,0.0,USWY,HUC10,N/A
New Fork Lake,43.1100,-109.9500,2542.0,11.1,116.0,0.0,USWY,HUC14,N/A
North French Creek,41.3300,-106.3800,3087.6,29.4,97.0,0.4,USWY,HUC10,N/A
Old Battle,41.1500,-106.9700,3048.0,42.8,133.0,0.3,USWY,HUC10,N/A
Owl Creek,43.6600,-109.0100,2735.6,7.7,140.0,0.5,USWY,HUC10,N/A
Parker Peak,44.7300,-109.9100,2865.1,26.8,125.0,0.2,USWY,HUC10,N/A
Phillips Bench,43.5200,-110.9100,2499.4,30.5,113.0,0.2,USWY,HUC17,N/A
Pocket Creek,42.7100,-109.4100,2852.9,NaN,NaN,NaN,USWY,HUC14,N/A
Powder River Pass,44.1600,-107.1300,2889.5,10.0,100.0,0.0,USWY,HUC10,N/A
Reno Hill,42.5700,-106.0900,2560.3,16.2,112.0,0.2,USWY,HUC10,N/A
Sage Creek Basin,41.4000,-107.2600,2392.7,24.8,NaN,-0.4,USWY,HUC10,N/A
Salt River Summit,42.5100,-110.9100,2328.7,21.0,187.0,0.0,USWY,HUC17,N/A
Sand Lake,41.4600,-106.2800,3063.2,28.6,96.0,0.3,USWY,HUC10,N/A
Sandstone RS,41.1100,-107.1700,2484.1,23.6,218.0,-0.6,USWY,HUC14,N/A
Shell Creek,44.5000,-107.4300,2920.0,13.9,91.0,0.0,USWY,HUC10,N/A
Snake River Station,44.1300,-110.6700,2109.2,19.2,141.0,0.0,USWY,HUC17,N/A
Snider Basin,42.4900,-110.5300,2456.7,14.2,126.0,0.0,USWY,HUC14,N/A
Soldier Park,44.3500,-107.0100,2657.9,7.8,NaN,0.0,USWY,HUC10,N/A
South Brush Creek,41.3300,-106.5000,2572.5,12.9,125.0,0.2,USWY,HUC10,N/A
South Pass,42.5700,-108.8400,2755.4,19.7,126.0,0.0,USWY,HUC10,N/A
Spring Creek Divide,42.5300,-110.6600,2743.2,29.4,120.0,0.0,USWY,HUC14,N/A
St. Lawrence Alt,43.0300,-109.1700,2627.4,6.8,123.0,0.0,USWY,HUC10,N/A
Sucker Creek,44.7200,-107.4000,2706.6,13.3,105.0,0.3,USWY,HUC10,N/A
Sylvan Lake,44.4800,-110.1600,2566.4,20.7,105.0,0.2,USWY,HUC10,N/A
Sylvan Road,44.4800,-110.0400,2170.2,9.5,98.0,0.0,USWY,HUC10,N/A
Thumb Divide,44.3700,-110.5800,2432.3,20.9,136.0,0.2,USWY,HUC10,N/A
Tie Creek,44.8100,-107.4100,2094.0,8.6,195.0,0.0,USWY,HUC10,N/A
Timber Creek,44.0300,-109.1800,2423.2,6.3,133.0,0.2,USWY,HUC10,N/A
Togwotee Pass,43.7500,-110.0600,2920.0,23.1,100.0,0.0,USWY,HUC10,N/A
Townsend Creek,42.7000,-108.9000,2651.8,12.6,127.0,0.0,USWY,HUC10,N/A
Triple Peak,42.7600,-110.5900,2590.8,26.3,123.0,0.0,USWY,HUC14,N/A
Two Ocean Plateau,44.1500,-110.2200,2816.4,33.9,114.0,0.0,USWY,HUC17,N/A
Webber Springs,41.1600,-106.9300,2819.4,29.5,128.0,0.0,USWY,HUC10,N/A
Whiskey Park,41.0000,-106.9100,2728.0,37.2,142.0,-1.4,USCO,HUC14,N/A
Willow Creek,42.8200,-110.8400,2462.8,39.1,146.0,0.0,USWY,HUC17,N/A
Windy Peak,42.2800,-105.5800,2407.9,10.7,143.0,0.0,USWY,HUC10,N/A
Wolverine,44.8000,-109.6600,2331.7,12.6,147.0,0.0,USWY,HUC10,N/A
